Filename,Hu Moment 1,Hu Moment 2,Hu Moment 3,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7,Labels
img (156).jpg,0.0008356557276217535,2.7654667080858074e-07,4.3509721110194184e-11,1.837098591469897e-11,5.193499724402842e-22,9.52673782424125e-15,-6.278492806097882e-24,D
img (157).jpg,0.0008296376555132656,2.645082635207304e-07,4.608780202569934e-11,1.977919428778874e-11,5.971793570007863e-22,1.0097132410620133e-14,1.3478795769460644e-24,D
img (158).jpg,0.0008006292403363326,2.171838595158943e-07,3.996060348539167e-11,1.6106905965761573e-11,4.08568786957517e-22,7.475260463154896e-15,7.28460965923361e-24,D
img (159).jpg,0.0007975461752275252,2.1246564093217213e-07,3.755095621319578e-11,1.547441363873275e-11,3.7293597948352946e-22,7.113346278749264e-15,7.904030043913468e-24,D
img (160).jpg,0.000808095694252593,2.3006628512768076e-07,3.684876170282663e-11,1.598505176426934e-11,3.8788885002972647e-22,7.65391854539652e-15,7.220127778673581e-24,D
img (161).jpg,0.0008239663563903666,2.5905805853905117e-07,3.240037543691391e-11,1.4893999339330077e-11,3.271246810528656e-22,7.579276202255786e-15,6.228380694075639e-24,D
img (162).jpg,0.0008325254048746501,2.7534251333901846e-07,3.010304796832871e-11,1.3938416118197331e-11,2.85449397665034e-22,7.313421878314002e-15,6.010145324668414e-24,D
img (163).jpg,0.0008473548436327514,3.0183321737363155e-07,2.992224333825959e-11,1.387480965872895e-11,2.825663747098898e-22,7.598984422589234e-15,8.937752024183823e-24,D
img (164).jpg,0.0008519142886272364,3.1138130773589026e-07,2.7241649899649954e-11,1.2314948113798336e-11,2.2532850585409857e-22,6.8096862419348016e-15,1.0256581353591851e-23,D
img (165).jpg,0.0008268077013397447,2.7237585770845774e-07,1.9721796128845162e-11,8.074894961025553e-12,1.0174362558466456e-22,4.172243708136008e-15,5.6615961918366446e-24,D
img (166).jpg,0.0008428720888704789,2.9716087243101794e-07,2.442010766476242e-11,1.0605494989011918e-11,1.7047283096042629e-22,5.7221233161951876e-15,8.307133879242608e-24,D
img (167).jpg,0.0008141956305640263,2.5271707792519285e-07,1.6604527447226057e-11,6.476917542098936e-12,6.702406138750756e-23,3.213331010318021e-15,4.402949461211606e-24,D
img (168).jpg,0.0007994010292052495,2.290709816441265e-07,1.557384516724125e-11,5.790994971773319e-12,5.490937584094888e-23,2.7527356914619863e-15,3.0778516779366272e-24,D
img (169).jpg,0.0007782262598732792,1.9645866897182114e-07,1.3884347851825478e-11,4.602783149428074e-12,3.6795109903184416e-23,2.0262629131769927e-15,-1.4581481752050156e-25,D
img (170).jpg,0.0007831910439228668,2.0393155821082712e-07,1.4099146214833697e-11,4.870699833395352e-12,4.0334392671430545e-23,2.1981882772469814e-15,1.5194326154312212e-24,D
img (171).jpg,0.0007821240428779906,2.029032243458258e-07,1.3714679248267976e-11,4.452542906607675e-12,3.478905632765481e-23,1.971397515266127e-15,-5.8953689151799465e-25,D
img (172).jpg,0.000808474231691085,2.407522018813384e-07,2.3097017737874497e-11,7.933191693276764e-12,1.0723249212475948e-22,3.711421633710814e-15,-5.7500470437108296e-24,D
img (173).jpg,0.0007929672665449496,2.1882263780779283e-07,1.673876918825919e-11,5.358556599315214e-12,5.0655315421411216e-23,2.38485422716438e-15,-3.0937424068425033e-24,D
img (174).jpg,0.0008182579163397004,2.555507487789048e-07,2.630651085267491e-11,9.367511729851563e-12,1.468539951915426e-22,4.5255001210187e-15,-7.60932227875271e-24,D
img (175).jpg,0.0008209699392316182,2.5879893838068406e-07,2.9333243993959005e-11,1.0745367255259931e-11,1.9057944503505507e-22,5.264927341943937e-15,-8.542846344940872e-24,D
img (176).jpg,0.0008156735018696731,2.486175426138575e-07,3.098323846064778e-11,1.1566037479857547e-11,2.1888469468655017e-22,5.622845540411751e-15,-5.250331134472265e-24,D
img (177).jpg,0.0008298390344796428,2.687403203723719e-07,3.969775717865245e-11,1.6088901661701297e-11,4.0655770174321677e-22,8.198215263897274e-15,-6.193504005364615e-24,D
img (178).jpg,0.0008232790852837632,2.5702091948316253e-07,3.959789387609766e-11,1.615270583095166e-11,4.0851056272857757e-22,8.095351024660318e-15,-7.224180870536835e-25,D
img (179).jpg,0.0008089625250071778,2.3231816606818567e-07,3.84051672293158e-11,1.5615438390092325e-11,3.8237163653939965e-22,7.482226954760548e-15,5.217860935527876e-24,D
img (180).jpg,0.0007968447145797601,2.1521458531192212e-07,3.120611920666377e-11,1.2532976154289784e-11,2.478124211920391e-22,5.797901271658202e-15,4.7010616757142434e-24,D
img (181).jpg,0.0007859901028808122,2.0467182588189518e-07,2.4290415089388925e-11,8.59131681213357e-12,1.2410501257479443e-22,3.8841822909502495e-15,-1.121967322075735e-24,D
img (182).jpg,0.0007844611454376176,2.0286574820143804e-07,2.3053540605281938e-11,8.091140115092347e-12,1.1049832154887078e-22,3.643484256212809e-15,-1.2484793636414393e-24,D
img (183).jpg,0.0007858597457941745,2.069346280040545e-07,1.9841308068046677e-11,6.935147851518537e-12,8.134292415490353e-23,3.1534964137228996e-15,-1.2214343259414812e-24,D
img (184).jpg,0.0007864492776520997,2.0935151563064456e-07,1.658913397996531e-11,5.8879782338743445e-12,5.818211922413216e-23,2.692639482666603e-15,-1.0566979244531694e-24,D
img (185).jpg,0.0007839755755115377,2.0399006600653856e-07,1.9501617750776776e-11,6.846109080019905e-12,7.910063964014223e-23,3.0896708256266626e-15,-7.787541332281243e-25,D
img (186).jpg,0.00078012291903555,2.0167276818792894e-07,1.262946738048754e-11,4.280681426680954e-12,3.1473363971321154e-23,1.9170356039401154e-15,-2.9220213362000903e-25,D
img (187).jpg,0.0007792505127891024,2.0032931271334085e-07,1.2415095815444879e-11,4.1904544892081425e-12,3.022501263132998e-23,1.8656431406089804e-15,-3.172783516874811e-26,D
img (188).jpg,0.0007780304467486202,1.9874271516588057e-07,1.208413042743239e-11,4.02757800236622e-12,2.809788280613926e-23,1.7863266410865322e-15,-1.286941013473224e-26,D
img (189).jpg,0.0007764387858890105,1.9637389884038796e-07,1.1323417055217575e-11,3.7029136894185e-12,2.3977502821325462e-23,1.6281040619093876e-15,-2.211628173826532e-26,D
img (190).jpg,0.0007753175073019305,1.9515684373929194e-07,1.0549266645741826e-11,3.487893177020446e-12,2.115707792624419e-23,1.52785247108187e-15,2.092265330476168e-26,D
img (191).jpg,0.0007787728642709853,2.0036622947626637e-07,1.1137226713404463e-11,3.765796312093479e-12,2.4387561008271457e-23,1.673399779961967e-15,1.216165567744543e-25,D
img (192).jpg,0.0007777403436432059,1.98832798008869e-07,1.0930476175111347e-11,3.642272719660055e-12,2.2981010883332098e-23,1.6099536498966326e-15,1.4880398612235004e-25,D
img (193).jpg,0.0007835712751061033,2.0697003171265642e-07,1.3093618500165202e-11,4.4877568523634994e-12,3.43982110567457e-23,2.0244142448752126e-15,4.548376192882117e-25,D
img (194).jpg,0.0007839974909308208,2.0704039007514682e-07,1.3751319983107476e-11,4.742959598963418e-12,3.829997176995175e-23,2.1391477140387664e-15,5.687395460398406e-25,D
img (195).jpg,0.0007877000713950248,2.1262875002009063e-07,1.441285324056799e-11,5.127172972102434e-12,4.407079418404292e-23,2.3438629592982893e-15,6.060372567382892e-25,D
img (196).jpg,0.0007844083616840998,2.075727762260927e-07,1.4412130098900034e-11,5.042477194843439e-12,4.29841356071036e-23,2.2826836149433886e-15,4.307286032953893e-25,D
img (197).jpg,0.000786039586634173,2.0829918742623632e-07,1.7062512858998195e-11,6.043472841178432e-12,6.136879612610628e-23,2.745161851466093e-15,2.5517078960524333e-25,D
img (198).jpg,0.0007839137005153827,2.0500707895765555e-07,1.740278020903381e-11,6.05635676612778e-12,6.217596410302274e-23,2.7322481437393227e-15,2.6569443006475916e-25,D
img (199).jpg,0.000781077719696944,1.987491911781554e-07,2.0038834402866826e-11,6.9719523697028845e-12,8.240541220699874e-23,3.104781811723074e-15,-6.153798990130611e-25,D
img (200).jpg,0.0007913032432881101,2.1501706882662372e-07,2.0561451625481482e-11,7.465935611573025e-12,9.249963470680276e-23,3.4571301418716946e-15,-7.219844950364096e-25,D
img (201).png,0.0006508565373646269,7.523229936719963e-09,7.213507474737275e-12,3.71367010703353e-14,-2.2986140841591275e-27,2.5150589708880522e-18,1.9083161098235006e-26,E
img (202).png,0.0006509148653478489,7.52966247355789e-09,7.22614275488038e-12,3.746123872380184e-14,-2.426479033984024e-27,2.5326131558369328e-18,1.9339025145355278e-26,E
img (203).png,0.000650906161598555,7.522158984319708e-09,7.221072689004706e-12,3.712016411483315e-14,-2.352031861931037e-27,2.5116016059795775e-18,1.907386242818836e-26,E
img (204).png,0.0006509004710966551,7.526134127313516e-09,7.239028002851201e-12,3.738320001361691e-14,-2.314747550609984e-27,2.532805543742336e-18,1.930884846534369e-26,E
img (205).png,0.0006508892589198876,7.523633657907294e-09,7.224997170765388e-12,3.711252404841612e-14,-2.3034455242650107e-27,2.5134811905527345e-18,1.9079072782861363e-26,E
img (206).png,0.0006509072901795918,7.528851093352131e-09,7.2235136291453925e-12,3.738540797704234e-14,-2.3930334974670276e-27,2.529854161226485e-18,1.9280026645502344e-26,E
img (207).png,0.0006509331218245748,7.538947814145456e-09,7.225552828556662e-12,3.735524681928717e-14,-2.3922540556985098e-27,2.5271523772340913e-18,1.9259196795710548e-26,E
img (208).png,0.0006509394398610675,7.532459395143469e-09,7.214984597075043e-12,3.7322238249860944e-14,-2.4643323674765635e-27,2.5197930164675976e-18,1.9209883572644896e-26,E
img (209).png,0.0006508860572574644,7.542895108813234e-09,7.215910638636274e-12,3.7185927735223215e-14,-2.2579079184288926e-27,2.5242104965192024e-18,1.9129746873205433e-26,E
img (210).png,0.0006508892196285076,7.535987070178736e-09,7.2112132293193935e-12,3.697838411573557e-14,-2.2581332419820712e-27,2.510164885315609e-18,1.896129231048544e-26,E
img (211).png,0.0006508450417594668,7.477901510191978e-09,7.218245375319065e-12,3.7058443739047657e-14,-2.3825324827507546e-27,2.489086669382884e-18,1.9018008420367446e-26,E
img (212).png,0.0006509161193573305,7.537274119054474e-09,7.2256774976318414e-12,3.687464778066965e-14,-2.147723265563593e-27,2.5114295092045117e-18,1.8912487435346183e-26,E
img (213).png,0.0006509200404859244,7.524856395972597e-09,7.2348554895410075e-12,3.704027581005221e-14,-2.2873730848904872e-27,2.5113498510364283e-18,1.9037675803571982e-26,E
img (214).png,0.0006509152667362676,7.55134264216541e-09,7.241553001018475e-12,3.685080303958213e-14,-2.0340435568904612e-27,2.520478604807944e-18,1.8927483828790655e-26,E
img (215).png,0.0006509351541272813,7.525460105313347e-09,7.219283506159083e-12,3.727364380838837e-14,-2.4883430478357928e-27,2.5139732748438155e-18,1.9174464740987164e-26,E
img (216).png,0.0006508741909593187,7.521457589508172e-09,7.229280031403426e-12,3.710755034485683e-14,-2.23018173642015e-27,2.518282125063765e-18,1.908961869255491e-26,E
img (217).png,0.0006455100462401588,8.30130686563811e-09,1.0977215262874758e-11,2.6024895391642853e-14,-1.2296048620995026e-26,-2.1495476688570703e-18,6.50365056366655e-27,E
img (218).png,0.0006508958586490337,7.51794649558505e-09,7.226383864014846e-12,3.74316173226285e-14,-2.4505857416985446e-27,2.5239188907478557e-18,1.931301452632581e-26,E
img (219).png,0.000650856079562257,7.521375590349796e-09,7.206061824060898e-12,3.677824342159076e-14,-2.2541348701736427e-27,2.4922648167324642e-18,1.8799038006026713e-26,E
img (220).png,0.0006508885868584311,7.528142555889519e-09,7.23870269517507e-12,3.709591206911714e-14,-2.1954102615782872e-27,2.517673014642268e-18,1.9097145936234035e-26,E
img (221).png,0.0006509174269641354,7.528824074777342e-09,7.2437994913262075e-12,3.703641228919318e-14,-2.2270904852465814e-27,2.5150350232625046e-18,1.9053728926031702e-26,E
img (222).png,0.0006509180984203034,7.516106955900077e-09,7.2274030190620216e-12,3.762704916852535e-14,-2.6103535387443785e-27,2.5332281945064932e-18,1.9447508346296932e-26,E
img (223).png,0.0006509522841817042,7.525693694953309e-09,7.216374151756705e-12,3.777784576763821e-14,-2.6789723873434107e-27,2.5390778558346448e-18,1.9542151200563358e-26,E
img (224).png,0.0006456735744566127,8.148602990276958e-09,1.0894191302560058e-11,2.386538422085403e-14,-1.1326600071200336e-26,-1.8877673101017784e-18,4.448534027430952e-27,E
img (225).png,0.0006509184281463588,7.519893183399054e-09,7.235195895498182e-12,3.758383431997387e-14,-2.5142867687875013e-27,2.532451474498865e-18,1.9436731616656177e-26,E
img (226).png,0.0006508939197011113,7.522801041638047e-09,7.227022272747734e-12,3.7085445933638884e-14,-2.2785353016786716e-27,2.5126373742800204e-18,1.9063594904942292e-26,E
img (227).png,0.0006508692619591513,7.521998347542567e-09,7.208780011178094e-12,3.690670184457421e-14,-2.2678667569374497e-27,2.497163172784466e-18,1.8901001177723544e-26,E
img (228).png,0.0006485963153839273,7.769989299403963e-09,8.597113716643057e-12,1.3277263315892816e-14,4.256279948895293e-27,9.640438711533338e-19,-1.4164801649207586e-27,E
img (229).png,0.0006509235072930666,7.53112063640701e-09,7.21957995862936e-12,3.7623855132192327e-14,-2.5198947629500103e-27,2.5379492260229283e-18,1.944620710285952e-26,E
img (230).png,0.0006508929392403738,7.519803740180206e-09,7.221150169156196e-12,3.734113144090915e-14,-2.382567881365064e-27,2.5221626511941266e-18,1.92433593277739e-26,E
img (231).png,0.0006470709512352733,7.935339488529078e-09,9.624226907919016e-12,1.3787911809997893e-14,-3.1858563550413015e-27,-3.3716296486417783e-19,-3.882920508445235e-27,E
img (232).png,0.0006508810034338639,7.522840108101893e-09,7.237680759687592e-12,3.693877788334444e-14,-2.1583123165706074e-27,2.510263888425953e-18,1.8977225932693704e-26,E
img (233).png,0.0006509343137164705,7.519139338574245e-09,7.2236966514029525e-12,3.714546119528969e-14,-2.3990656793246792e-27,2.51101092474209e-18,1.9091329990425724e-26,E
img (234).png,0.0006509065292511529,7.5243382312499e-09,7.2292362548304075e-12,3.722822319646846e-14,-2.3481830449002358e-27,2.5184352613548024e-18,1.9169936804361726e-26,E
img (235).png,0.0006509034332134599,7.516398975120234e-09,7.223077675805511e-12,3.7264085674642297e-14,-2.4502469892429568e-27,2.5117998972174287e-18,1.9176992495346337e-26,E
img (236).png,0.0006483064016174393,7.770840103685228e-09,8.763599218090389e-12,1.2563862315599392e-14,3.3500604656860606e-27,7.680116745946611e-19,-2.481367478353078e-27,E
img (237).png,0.0006509019847186973,7.547061055656653e-09,7.247527963029477e-12,3.703192887588481e-14,-2.0595265937286787e-27,2.5275196306390964e-18,1.907402911147414e-26,E
img (238).png,0.0006509070819421098,7.528309257959161e-09,7.2247781994134005e-12,3.7200863421239144e-14,-2.3107588320546845e-27,2.519765945278602e-18,1.914705069393481e-26,E
img (239).png,0.0006509118993777341,7.522903787441557e-09,7.2306944554410365e-12,3.712564324578334e-14,-2.3341051841457574e-27,2.513070582622552e-18,1.9093249163217154e-26,E
img (240).png,0.000645515813704577,8.292846195087278e-09,1.0975093332384268e-11,2.5909488532677996e-14,-1.2269525518200061e-26,-2.132585512525934e-18,6.352120190676895e-27,E
img (241).png,0.0006509154444270782,7.52675720567531e-09,7.2316848843606744e-12,3.7146630596597686e-14,-2.3297907901586656e-27,2.5148013412434996e-18,1.9111538330814045e-26,E
img (242).png,0.0006509035322216969,7.523723992806237e-09,7.216670196658474e-12,3.720313316550012e-14,-2.418105658776637e-27,2.511244206633335e-18,1.9124657151429792e-26,E
img (243).png,0.0006470471323255155,7.928225021832434e-09,9.626714816073393e-12,1.3781705252484036e-14,-3.240702923995416e-27,-3.468929180207953e-19,-3.833674169146402e-27,E
img (244).png,0.0006509160730131393,7.519378377996697e-09,7.22332127502895e-12,3.742361865806297e-14,-2.527726874143843e-27,2.519010747578044e-18,1.9292616962581635e-26,E
img (245).png,0.0006509005263260436,7.513329233572278e-09,7.238073683537667e-12,3.6807757624833e-14,-2.226545419287748e-27,2.4963842771648432e-18,1.8867632021128573e-26,E
img (246).png,0.0006509055932243653,7.520724348522113e-09,7.20796180532082e-12,3.813150674612178e-14,-2.7646258824373652e-27,2.5567216272207764e-18,1.9798803870174444e-26,E
img (247).png,0.0006488769957206473,7.715518967363804e-09,8.423948515013383e-12,1.4507010846586513e-14,5.0659282430505606e-27,1.1902373673592832e-18,2.347350912756746e-28,E
img (248).png,0.0006509243422985953,7.53342444519496e-09,7.2278981492704046e-12,3.7404136534445334e-14,-2.421148813446787e-27,2.530072279481398e-18,1.9297177530863808e-26,E
img (249).png,0.0006509056323865745,7.528710463680605e-09,7.2457800684172695e-12,3.6700419534575535e-14,-2.082663420295752e-27,2.4996911824966434e-18,1.8810634177512886e-26,E
img (250).png,0.0006509174451057346,7.531727112667088e-09,7.231590330142116e-12,3.69620894941114e-14,-2.238292717402703e-27,2.5098197175507208e-18,1.8978066196960255e-26,E
